image_number,noise_type,mask_type,original_path,noisy_path,inpainted_path,PSNR_original_vs_noisy,PSNR_original_vs_inpainted,PSNR_noisy_vs_inpainted,SSIM_original_vs_noisy,SSIM_original_vs_inpainted,SSIM_noisy_vs_inpainted,MSE_original_vs_noisy,MSE_original_vs_inpainted,MSE_noisy_vs_inpainted
000877,uniform,rectangle_random,img_align_celeba\000877.jpg,noise_image\000877_uniform.jpg,noise_inpainted_results\000877_uniform_rectangle_random_inpainted.jpg,22.421424206750693,16.755428437964547,15.89290135838477,0.42742758156720195,0.21267094527538818,0.13392654997931794,372.338496031337,1372.5795278837234,1674.1340325739613
000878,uniform,rectangle_random,img_align_celeba\000878.jpg,noise_image\000878_uniform.jpg,noise_inpainted_results\000878_uniform_rectangle_random_inpainted.jpg,22.77238178643046,17.66447364707199,16.968751735802904,0.3562540133688339,0.2383381631819169,0.18415426642669944,343.43312545098445,1113.3532883207918,1306.7881489880767
000879,exponential,rectangle_random,img_align_celeba\000879.jpg,noise_image\000879_exponential.jpg,noise_inpainted_results\000879_exponential_rectangle_random_inpainted.jpg,19.667365527195933,15.82492689597786,16.75912784865396,0.48730079610444443,0.29575662996701935,0.21797437165308287,702.0108236264302,1700.543208603924,1371.410833934646
000880,uniform,rectangle_random,img_align_celeba\000880.jpg,noise_image\000880_uniform.jpg,noise_inpainted_results\000880_uniform_rectangle_random_inpainted.jpg,22.26042188806617,19.588454371543037,17.89099109199863,0.3947578495189335,0.24154365568721972,0.14988493131634975,386.400938047624,714.8829244407793,1056.7718877778923
000881,uniform,rectangle_random,img_align_celeba\000881.jpg,noise_image\000881_uniform.jpg,noise_inpainted_results\000881_uniform_rectangle_random_inpainted.jpg,23.114039412250897,17.20271719915173,16.712106984813342,0.42353779704353656,0.1976002017304159,0.15947296040120018,317.45079545064084,1238.2508676081504,1386.3397072466755
000882,gaussian,rectangle_random,img_align_celeba\000882.jpg,noise_image\000882_gaussian.jpg,noise_inpainted_results\000882_gaussian_rectangle_random_inpainted.jpg,23.5320555068066,19.003202800219352,17.84922832918857,0.3892890290360074,0.21822353349243237,0.1525017931956883,288.32002714496787,818.012765007044,1066.9830687557983
000883,exponential,rectangle_random,img_align_celeba\000883.jpg,noise_image\000883_exponential.jpg,noise_inpainted_results\000883_exponential_rectangle_random_inpainted.jpg,18.576879707956213,16.48237229791358,17.43947588649721,0.32915008486353753,0.2024969045283421,0.15163002751577806,902.3860856269113,1461.6491255197059,1172.5537831151428
000884,gaussian,rectangle_random,img_align_celeba\000884.jpg,noise_image\000884_gaussian.jpg,noise_inpainted_results\000884_gaussian_rectangle_random_inpainted.jpg,23.626796842465055,18.344624306835424,17.467616150990033,0.4454114878971008,0.21587191544926157,0.13951728285361864,282.09843486925746,951.958311857884,1164.980740817098
000885,exponential,rectangle_random,img_align_celeba\000885.jpg,noise_image\000885_exponential.jpg,noise_inpainted_results\000885_exponential_rectangle_random_inpainted.jpg,19.936740861673123,14.893926203125256,15.623179595941565,0.5589161659074694,0.3138707798543887,0.2275073927041336,659.7908291241453,2107.112582895234,1781.4039102498025
000886,gamma,rectangle_random,img_align_celeba\000886.jpg,noise_image\000886_gamma.jpg,noise_inpainted_results\000886_gamma_rectangle_random_inpainted.jpg,13.665879334217848,12.811540205959638,15.806638133494014,0.3404864060083305,0.14482583453759543,0.10636148592489643,2795.7119798646186,3403.5045871559632,1707.7195392227604
000887,uniform,rectangle_random,img_align_celeba\000887.jpg,noise_image\000887_uniform.jpg,noise_inpainted_results\000887_uniform_rectangle_random_inpainted.jpg,22.275339604246454,18.467139790545538,17.319062914355488,0.39370309333479075,0.21418486323078234,0.16037271196363712,385.0759543689654,925.478601862351,1205.51902724805
000888,exponential,rectangle_random,img_align_celeba\000888.jpg,noise_image\000888_exponential.jpg,noise_inpainted_results\000888_exponential_rectangle_random_inpainted.jpg,19.518402438884713,16.99430987076333,17.965260451003367,0.5507071760825694,0.2999095555438646,0.23481775271558855,726.5075249974229,1299.12031405697,1038.8535202556438
000889,gamma,rectangle_random,img_align_celeba\000889.jpg,noise_image\000889_gamma.jpg,noise_inpainted_results\000889_gamma_rectangle_random_inpainted.jpg,16.283832901952564,14.504377479137272,18.078675711783184,0.6267948452283975,0.47558024616805533,0.44079786379089897,1530.0198690856612,2304.8497148060337,1012.0752156135106
000890,uniform,rectangle_random,img_align_celeba\000890.jpg,noise_image\000890_uniform.jpg,noise_inpainted_results\000890_uniform_rectangle_random_inpainted.jpg,21.63878530030186,18.49035311240332,16.863590885248474,0.4261489536122636,0.20988197748592222,0.1358761582316876,445.863407552486,920.5450554925609,1338.8171666151256
