image_number,noise_type,mask_type,original_path,noisy_path,inpainted_path,PSNR_original_vs_noisy,PSNR_original_vs_inpainted,PSNR_noisy_vs_inpainted,SSIM_original_vs_noisy,SSIM_original_vs_inpainted,SSIM_noisy_vs_inpainted,MSE_original_vs_noisy,MSE_original_vs_inpainted,MSE_noisy_vs_inpainted
001836,exponential,line_random,img_align_celeba\001836.jpg,noise_image\001836_exponential.jpg,noise_inpainted_results\001836_exponential_line_random_inpainted.jpg,19.003379984978338,16.02409556546076,16.710010970958923,0.4598794695518092,0.18190700390906656,0.17132447628918204,817.9793921588839,1624.3170549427894,1387.0089509672541
001837,gaussian,line_random,img_align_celeba\001837.jpg,noise_image\001837_gaussian.jpg,noise_inpainted_results\001837_gaussian_line_random_inpainted.jpg,23.555527750718493,16.564856270200462,16.04885658662064,0.4364822018328791,0.19150038339684974,0.130595584342847,286.76595196371505,1434.1505171288184,1615.082465725183
001838,gaussian,line_random,img_align_celeba\001838.jpg,noise_image\001838_gaussian.jpg,noise_inpainted_results\001838_gaussian_line_random_inpainted.jpg,23.10110627077188,16.282065387074184,15.587292711400966,0.5106015639161209,0.2062653241591357,0.1498436077249485,318.39756210699926,1530.6426914751057,1796.185101192317
001839,gaussian,line_random,img_align_celeba\001839.jpg,noise_image\001839_gaussian.jpg,noise_inpainted_results\001839_gaussian_line_random_inpainted.jpg,23.313781407211415,17.364589336993582,16.49321831295634,0.5073914705889652,0.17736994227176242,0.1214269017149191,303.18116689001135,1192.9477631172044,1458.0033759406247
001840,uniform,line_random,img_align_celeba\001840.jpg,noise_image\001840_uniform.jpg,noise_inpainted_results\001840_uniform_line_random_inpainted.jpg,21.93479570410696,18.53732145499142,17.140414740996583,0.43235469812440425,0.2332011273409532,0.15856473260627316,416.4863673848057,910.6431295742707,1256.1424337697144
001841,gamma,line_random,img_align_celeba\001841.jpg,noise_image\001841_gamma.jpg,noise_inpainted_results\001841_gamma_line_random_inpainted.jpg,15.94141857661296,13.795796030987088,16.877889368153227,0.6171334266347966,0.4236165845415167,0.3757674351587678,1655.5355203930867,2713.318386420644,1334.4165635845102
001842,exponential,line_random,img_align_celeba\001842.jpg,noise_image\001842_exponential.jpg,noise_inpainted_results\001842_exponential_line_random_inpainted.jpg,20.17394859321097,16.00987154902627,17.05590547255922,0.685428970765913,0.3208571347753637,0.2560163202518602,624.7201319451603,1629.6457409889015,1280.8250524000962
001843,uniform,line_random,img_align_celeba\001843.jpg,noise_image\001843_uniform.jpg,noise_inpainted_results\001843_uniform_line_random_inpainted.jpg,21.69079816965903,18.897655810660147,17.18853571138451,0.43287485336910986,0.18337367890048464,0.1181496047228897,440.555415249287,838.1365494966154,1242.3008710442223
001844,gamma,line_random,img_align_celeba\001844.jpg,noise_image\001844_gamma.jpg,noise_inpainted_results\001844_gamma_line_random_inpainted.jpg,13.968050249679465,13.044218922173323,15.796291991524168,0.3651149883064509,0.16637228509268634,0.12663748597009655,2607.8063343985154,3225.9562158540357,1711.7926674226026
001845,gamma,line_random,img_align_celeba\001845.jpg,noise_image\001845_gamma.jpg,noise_inpainted_results\001845_gamma_line_random_inpainted.jpg,13.460597667938405,11.655903489087475,13.888849965485692,0.38593640048800304,0.11369053554593471,0.09845139227965237,2931.032230354259,4441.094474796413,2655.7999862557126
001846,exponential,line_random,img_align_celeba\001846.jpg,noise_image\001846_exponential.jpg,noise_inpainted_results\001846_exponential_line_random_inpainted.jpg,19.99771159959743,17.649559067892245,18.734852150908388,0.5635929283723861,0.3094317390264477,0.2363346280720695,650.5927223997526,1117.183348795657,870.1520461808061
001847,gaussian,line_random,img_align_celeba\001847.jpg,noise_image\001847_gaussian.jpg,noise_inpainted_results\001847_gaussian_line_random_inpainted.jpg,23.330486504427412,18.936318543402944,17.797387983847386,0.4978425682735792,0.2730532289303167,0.18204013569371713,302.01722331031164,830.7082173659073,1079.7956224444215
001848,gaussian,line_random,img_align_celeba\001848.jpg,noise_image\001848_gaussian.jpg,noise_inpainted_results\001848_gaussian_line_random_inpainted.jpg,23.031767504612716,16.713988872820444,15.843068267790441,0.47958282398429736,0.19874331526429848,0.13267029908769779,323.5218448269938,1385.7391076521321,1693.454506408274
