img,inpainted,ssim,mse,psnr
000001.jpg,000001_rectangle_random_inpainted.jpg,0.0940288386302931,2739.179216919218,13.754599129977285
000002.jpg,000002_rectangle_random_inpainted.jpg,0.1595062833413414,1991.478069271209,15.139048326718685
000003.jpg,000003_rectangle_random_inpainted.jpg,0.1318105222439409,980.3626344363124,18.21693610682168
000004.jpg,000004_rectangle_random_inpainted.jpg,0.1537116178865672,1695.9589475311825,15.836650253743718
000005.jpg,000005_rectangle_random_inpainted.jpg,0.1638813907067698,1582.1814245954026,16.138240794413516
000006.jpg,000006_rectangle_random_inpainted.jpg,0.1682741205576713,1624.308370271106,16.024118785773947
000007.jpg,000007_rectangle_random_inpainted.jpg,0.3093951131477727,1866.220973782772,15.421172948697276
000008.jpg,000008_rectangle_random_inpainted.jpg,0.173299318253589,1803.4295605264065,15.569811768262884
000009.jpg,000009_rectangle_random_inpainted.jpg,0.2043422183454945,2078.852386351922,14.952567085103803
000010.jpg,000010_rectangle_random_inpainted.jpg,0.1440322655253683,1471.088289867024,16.45441622435826
000011.jpg,000011_rectangle_random_inpainted.jpg,0.1352773327521214,1657.8555217675157,15.935336807532526
000012.jpg,000012_rectangle_random_inpainted.jpg,0.0809583590995612,1681.2650843555648,15.874441670021726
000013.jpg,000013_rectangle_random_inpainted.jpg,0.1449016018241294,1835.1206490739787,15.494157388712882
000014.jpg,000014_rectangle_random_inpainted.jpg,0.1187320968454259,1702.9909889014878,15.818680108975071
000015.jpg,000015_rectangle_random_inpainted.jpg,0.1947204290341829,1335.5475294643163,16.8742101256385
000016.jpg,000016_rectangle_random_inpainted.jpg,0.135803529564634,1143.224006116208,17.549490254083544
000017.jpg,000017_rectangle_random_inpainted.jpg,0.1170282222128353,1567.345462667079,16.179156298784065
000018.jpg,000018_rectangle_random_inpainted.jpg,0.1163396393438463,2050.21223757001,15.012815394051088
000019.jpg,000019_rectangle_random_inpainted.jpg,0.1268920134544836,1789.5898876404494,15.603268438217825
000020.jpg,000020_rectangle_random_inpainted.jpg,0.1522479421249691,1965.15953681751,15.19682547557472
000021.jpg,000021_rectangle_random_inpainted.jpg,0.2443784934028949,1167.4307545613854,17.4584923077644
000022.jpg,000022_rectangle_random_inpainted.jpg,0.1530284867590051,1137.7038707349757,17.570511252075118
000023.jpg,000023_rectangle_random_inpainted.jpg,0.1346308891452139,1827.104886094217,15.51316881854471
000024.jpg,000024_rectangle_random_inpainted.jpg,0.2091525378711195,1263.8726935367488,17.11377030021969
000025.jpg,000025_rectangle_random_inpainted.jpg,0.0960387630192,1798.2257671030477,15.58236144409664
000026.jpg,000026_rectangle_random_inpainted.jpg,0.2658657821420123,1256.2415902140672,17.140071934353657
000027.jpg,000027_rectangle_random_inpainted.jpg,0.1164331346625597,1785.0302460227467,15.614347815572389
000028.jpg,000028_rectangle_random_inpainted.jpg,0.1041139431316001,1632.3274490602344,16.00273077127008
000029.jpg,000029_rectangle_random_inpainted.jpg,0.2017003478810148,1337.9431330103423,16.8664270598966
000030.jpg,000030_rectangle_random_inpainted.jpg,0.223349044060177,966.3491134934544,18.279463082900005
000031.jpg,000031_rectangle_random_inpainted.jpg,0.1382986299482312,1653.889229632684,15.94573941848629
000032.jpg,000032_rectangle_random_inpainted.jpg,0.1737206496653913,1601.9042796275298,16.08443799226782
000033.jpg,000033_rectangle_random_inpainted.jpg,0.1284376330104727,1528.826289385974,16.2872221871715
000034.jpg,000034_rectangle_random_inpainted.jpg,0.0910752726258237,1549.5976789334434,16.228614036648274
000035.jpg,000035_rectangle_random_inpainted.jpg,0.1653757766708484,1630.5382005291551,16.007493828809935
000036.jpg,000036_rectangle_random_inpainted.jpg,0.1369199223068272,1278.2763976222382,17.064555907830087
000037.jpg,000037_rectangle_random_inpainted.jpg,0.109526613585799,1058.631000240525,17.883357534379854
000038.jpg,000038_rectangle_random_inpainted.jpg,0.1784331529377109,1614.4140123011373,16.050654425011817
000039.jpg,000039_rectangle_random_inpainted.jpg,0.2034518338336489,2049.8183348795656,15.01364987448908
000040.jpg,000040_rectangle_random_inpainted.jpg,0.1498178789490514,1546.230122324159,16.238062312997197
000041.jpg,000041_rectangle_random_inpainted.jpg,0.1761255662520136,909.0713843933617,18.544823735415463
000042.jpg,000042_rectangle_random_inpainted.jpg,0.1357774934115615,1886.671657561076,15.37384035539742
000043.jpg,000043_rectangle_random_inpainted.jpg,0.1313241489920054,1485.3556763907502,16.412499006165387
000044.jpg,000044_rectangle_random_inpainted.jpg,0.1548552990801672,1992.937386180119,15.135867065545934
000045.jpg,000045_rectangle_random_inpainted.jpg,0.2275721180375911,1849.1285348589493,15.461132603956996
000046.jpg,000046_rectangle_random_inpainted.jpg,0.2227154389704673,1483.504801910456,16.41791404458502
000047.jpg,000047_rectangle_random_inpainted.jpg,0.1557459610367585,1446.23273373879,16.52842173825462
000048.jpg,000048_rectangle_random_inpainted.jpg,0.1996421423296438,1585.2818953372505,16.129738610624567
000049.jpg,000049_rectangle_random_inpainted.jpg,0.117158382447831,1376.8500154623234,16.74193727077775
000050.jpg,000050_rectangle_random_inpainted.jpg,0.1865793526249621,1050.650551489537,17.916220680513142
000051.jpg,000051_rectangle_random_inpainted.jpg,0.129869070207681,1685.6838298457203,15.863042400629926
000052.jpg,000052_rectangle_random_inpainted.jpg,0.1796624870194619,1348.1574236333024,16.83339753369315
