img,inpainted,ssim,mse,psnr
000166.jpg,000166_triangle_random_inpainted.jpg,0.1419138764870322,2034.948604954816,15.045269157913816
000167.jpg,000167_triangle_random_inpainted.jpg,0.2524704240691452,1110.6025495653369,17.675216947379482
000168.jpg,000168_triangle_random_inpainted.jpg,0.1548915686860175,1598.612179156788,16.093372435136473
000169.jpg,000169_triangle_random_inpainted.jpg,0.1751464570695435,1754.1027041885716,15.69025342786268
000170.jpg,000170_triangle_random_inpainted.jpg,0.1921107327523394,1251.5363794110572,17.15636882754393
000171.jpg,000171_triangle_random_inpainted.jpg,0.1386628150357535,1911.8208002611411,15.31633178526688
000172.jpg,000172_triangle_random_inpainted.jpg,0.2504994566625346,1591.0740129883518,16.113899784024724
000173.jpg,000173_triangle_random_inpainted.jpg,0.0885343889194191,2145.4178435212866,14.815684725228808
000174.jpg,000174_triangle_random_inpainted.jpg,0.1434828556327504,1626.138611139745,16.01922799014889
000175.jpg,000175_triangle_random_inpainted.jpg,0.1443964907484764,2812.250077311617,13.640264234790738
000176.jpg,000176_triangle_random_inpainted.jpg,0.1355636664308219,1587.6167834931107,16.123346794637765
000177.jpg,000177_triangle_random_inpainted.jpg,0.3736331081834816,984.3254475483628,18.199416478977568
000178.jpg,000178_triangle_random_inpainted.jpg,0.1326108975061589,1955.1484383053291,15.219006254840238
000179.jpg,000179_triangle_random_inpainted.jpg,0.4807602249886916,1257.8051060028176,17.134670074730384
000180.jpg,000180_triangle_random_inpainted.jpg,0.3051262180036926,2279.5242243067723,14.5523614909551
000181.jpg,000181_triangle_random_inpainted.jpg,0.1424454455379497,2050.5599422739924,15.01207891697794
000182.jpg,000182_triangle_random_inpainted.jpg,0.0985493045237945,2039.4265711438684,15.035722875575834
000183.jpg,000183_triangle_random_inpainted.jpg,0.1247582915161891,1443.279043397588,16.53730055213163
000184.jpg,000184_triangle_random_inpainted.jpg,0.1108721148522162,2037.108871937601,15.040661206658704
000185.jpg,000185_triangle_random_inpainted.jpg,0.1247821314997454,2458.8475930316463,14.22348750208344
000186.jpg,000186_triangle_random_inpainted.jpg,0.1344733393277393,1447.4237192042058,16.52484675654359
000187.jpg,000187_triangle_random_inpainted.jpg,0.2167587799758737,1261.0723550836683,17.123403555699394
000188.jpg,000188_triangle_random_inpainted.jpg,0.2080733381395165,1778.8499467408858,15.629410457524571
000189.jpg,000189_triangle_random_inpainted.jpg,0.1207024649470307,1656.8299402123491,15.938024268707784
000190.jpg,000190_triangle_random_inpainted.jpg,0.1452196422837287,1231.0539377383775,17.228032792209444
000191.jpg,000191_triangle_random_inpainted.jpg,0.1530946395840319,1947.913797546645,15.235106270512764
000192.jpg,000192_triangle_random_inpainted.jpg,0.1552367344501924,1875.069528914545,15.4006298455667
000193.jpg,000193_triangle_random_inpainted.jpg,0.163427002309917,1682.7957684774765,15.870489495892652
000194.jpg,000194_triangle_random_inpainted.jpg,0.0950167824045774,2271.315448579184,14.568029060566024
000195.jpg,000195_triangle_random_inpainted.jpg,0.1767154730905629,1524.282522420369,16.300148908744458
000196.jpg,000196_triangle_random_inpainted.jpg,0.143180191663622,1980.1478455829297,15.163827432711514
000197.jpg,000197_triangle_random_inpainted.jpg,0.1425760245173993,1594.4847094801223,16.10460001992757
000198.jpg,000198_triangle_random_inpainted.jpg,0.1881164695083106,1786.7929508985328,15.610061304058686
000199.jpg,000199_triangle_random_inpainted.jpg,0.1933178583072506,2112.983438133526,14.88184267864536
000200.jpg,000200_triangle_random_inpainted.jpg,0.131774500762992,1280.2907604027075,17.05771749580625
000201.jpg,000201_triangle_random_inpainted.jpg,0.2056100008977769,1649.9856887606088,15.956001835141562
000202.jpg,000202_triangle_random_inpainted.jpg,0.1434528999181994,1098.4882744047006,17.722849353769835
000203.jpg,000203_triangle_random_inpainted.jpg,0.1154512163314256,1488.6791052468818,16.402792681122193
000204.jpg,000204_triangle_random_inpainted.jpg,0.2715763290696295,1593.776380441879,16.106529745185735
000205.jpg,000205_triangle_random_inpainted.jpg,0.1345007753786533,1820.5674243205167,15.52873593297968
000206.jpg,000206_triangle_random_inpainted.jpg,0.1432584613436205,1453.0387674810156,16.508031593169783
000207.jpg,000207_triangle_random_inpainted.jpg,0.1418023930420163,1215.6838470260798,17.2825971466817
000208.jpg,000208_triangle_random_inpainted.jpg,0.1352813318618382,1829.2014740748375,15.508188181798705
000209.jpg,000209_triangle_random_inpainted.jpg,0.14148819849132,1642.284163144693,15.97632055947902
000210.jpg,000210_triangle_random_inpainted.jpg,0.3953607084457031,1663.9697711576125,15.919349285398225
000211.jpg,000211_triangle_random_inpainted.jpg,0.1527574953574826,2046.6650774834209,15.020335816648656
000212.jpg,000212_triangle_random_inpainted.jpg,0.1415906879315104,1305.1160275572963,16.974312377852414
000213.jpg,000213_triangle_random_inpainted.jpg,0.1293776021551193,1293.0403652544412,17.014682782662206
000214.jpg,000214_triangle_random_inpainted.jpg,0.166403397240878,1903.5752156135104,15.335103191813884
000215.jpg,000215_triangle_random_inpainted.jpg,0.1965135521116874,1478.4378672301823,16.432772832645373
000216.jpg,000216_triangle_random_inpainted.jpg,0.1799164821239253,1499.4384857231214,16.37151707283865
000217.jpg,000217_triangle_random_inpainted.jpg,0.1198024022970821,1612.1336546060545,16.05679316542956
000218.jpg,000218_triangle_random_inpainted.jpg,0.3917017316106699,1040.0108150362505,17.960425053324535
000219.jpg,000219_triangle_random_inpainted.jpg,0.0999172694261076,1680.8401453458407,15.875539486154434
000220.jpg,000220_triangle_random_inpainted.jpg,0.2110860342924105,1856.5953939456413,15.4436309219674
000221.jpg,000221_triangle_random_inpainted.jpg,0.1376033049905263,1831.1951602927531,15.503457290066493
000222.jpg,000222_triangle_random_inpainted.jpg,0.0990633273917221,1611.2664072432394,16.059130081393928
000223.jpg,000223_triangle_random_inpainted.jpg,0.1907223595651592,1379.8218139023468,16.73257354347397
000224.jpg,000224_triangle_random_inpainted.jpg,0.1795429708833134,1296.4459935401849,17.003259309279915
000225.jpg,000225_triangle_random_inpainted.jpg,0.1838202552275393,1837.801206061231,15.487818286708569
000226.jpg,000226_triangle_random_inpainted.jpg,0.3585202729895919,1393.392184654503,16.690069905606634
000227.jpg,000227_triangle_random_inpainted.jpg,0.1881542307507841,1308.252697316428,16.96388722039863
